Agency,Sub_contractor,Cluster,Site,Machines,Total_capacity_per_day,Total_waste_to_be_remediated,date,ticket_no,net_weight_calculated,_source_company
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1941,19850.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1942,18290.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1928,14620.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1929,15850.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1930,18220.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1931,15290.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1932,15580.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1934,18940.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1935,18900.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1936,19690.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1937,19810.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1938,19030.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1939,18430.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1940,16870.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1941,19850.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1942,18290.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1943,19120.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1944,19630.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1928,14620.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1929,15850.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1930,18220.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1931,15290.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1932,15580.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1934,18940.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1935,18900.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1936,19690.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1937,19810.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1938,19030.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1939,18430.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1940,16870.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1941,19850.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1942,18290.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1943,19120.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1944,19630.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1943,19120.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1944,19630.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1971,22440.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1972,20080.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1973,20730.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1974,18900.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1975,18160.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1976,19330.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",17-06-2025,T1977,20150.0,Tharuni
